;spell;feels_bad_man;feels_bad_man
47;{'name': 'Doppelganger', 'description': 'Phantom Lancer briefly vanishes from the battlefield. After 1 second, Phantom Lancer and any of his nearby illusions reappear at a random position within the targeted location, along with two additional doppelgangers. Extends duration of all illusions. The two added doppelgangers have different properties: one takes normal damage and deals none, while the other takes %illusion_2_damage_in_pct%% bonus damage and deals %illusion_2_damage_out_pct%% less damage.\r\n\r\nDISPEL TYPE: Basic Dispel',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0TARGET AREA SIZE: 325'}, {'name': 'ILLUSION GATHER RANGE', 'value': '900'}, {'name': 'REAPPEAR DELAY', 'value': '1'}, {'name': 'DOPPELGANGER DURATION', 'value': '8'}, {'name': 'ILLUSION DURATION EXTENSION', 'value': '2'}, , ]};2;{'name': 'COOLDOWN', 'value': '25/20/15/10'};{'name': 'MANA COST', 'value': '50'}
48;{'name': 'Phantom Rush', 'description': ''When targetting an enemy for an attack, Phantom Lancer quickly charges into range, gaining a temporary agility boost upon reaching the target. Phantom Lancer's illusions also have this ability.'',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0MIN RUSH DISTANCE: 250'}, {'name': 'BONUS AGILITY', 'value': '11 / 22 / 33 / 44'}, , ]};8;{'name': 'COOLDOWN', 'value': '16/12/8/4'};{'name': 'MANA COST', 'value': '0/0/0/0'}
49;{'name': 'Juxtapose', 'description': 'Phantom Lancer has a chance to fracture his presence, creating an illusion of himself. Illusions also have a chance to fracture further. Illusions created from Phantom Lancer last for 8 seconds, while illusions created from other illusions last 4 seconds.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0HERO TRIGGER CHANCE: 40% / 45% / 50%'}, {'name': 'ILLUSION TRIGGER CHANCE', 'value': '8%'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
50;{'name': 'Illusory Orb', 'description': ''Puck launches a magic orb that floats in a straight path, damaging enemy units along the way. At any point, Puck may teleport to the orb's location using Ethereal Jaunt.'',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '70 / 140 / 210 / 280'}, , ]};2;{'name': 'COOLDOWN', 'value': '13/12/11/10'};{'name': 'MANA COST', 'value': '80/100/120/140'}
51;{'name': 'Waning Rift', 'description': 'Puck releases a burst of faerie dust that deals damage and silences enemy units nearby.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 400 / 400 / 400 / 400'}, {'name': 'DURATION', 'value': '2 / 2.5 / 3 / 3.5'}, , ]};2;{'name': 'COOLDOWN', 'value': '16/15/14/13'};{'name': 'MANA COST', 'value': '100/110/120/130'}
52;{'name': 'Phase Shift', 'description': 'CHANNELED - Puck briefly shifts into another dimension where it is immune from harm. Releases an attack on every unit within your attack range before going into the other dimension.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 0.75 / 1.5 / 2.25 / 3.25'}, , ]};6;{'name': 'COOLDOWN', 'value': '6'};{'name': 'MANA COST', 'value': '0/0/0/0'}
53;{'name': 'Dream Coil', 'description': 'Creates a coil of volatile magic that latches onto enemy Heroes, stunning them for 0.5 seconds, damaging and leashing them.  If the enemy hero stretches the coil by moving too far away, it snaps, stunning and dealing additional damage.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0COIL DURATION: 6 / 6 / 6'}, {'name': 'BREAK RADIUS', 'value': '600 / 600 / 600'}, {'name': 'INITIAL DAMAGE', 'value': '100 / 150 / 200'}, {'name': 'BREAK STUN DURATION', 'value': '1.8 / 2.4 / 3'}, {'name': 'BREAK DAMAGE', 'value': '300 / 400 / 500'}, , ]};2;{'name': 'COOLDOWN', 'value': '70/65/60'};{'name': 'MANA COST', 'value': '100/150/200'}
54;{'name': 'Meat Hook', 'description': 'Launches a bloody hook toward a unit or location. The hook will snag the first unit it encounters, dragging the unit back to Pudge and dealing damage if it is an enemy.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Pure'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '150 / 220 / 290 / 360CAST RANGE: 1300'}, , ]};2;{'name': 'COOLDOWN', 'value': '27/22/17/12'};{'name': 'MANA COST', 'value': '125/130/135/140'}
55;{'name': 'Rot', 'description': 'A toxic cloud that deals intense damage and slows movement--harming not only enemy units but Pudge himself.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 250'}, , ]};8;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
56;{'name': 'Flesh Heap', 'description': 'Gives Pudge increased health regeneration, as well as bonus strength that increases each time Pudge kills an enemy Hero or it dies in his vicinity.  Flesh Heap is retroactive, meaning it can gain charges before it is skilled, which then become active.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0HEALTH REGEN: 4 / 7 / 10 / 13'}, {'name': 'RANGE', 'value': '450'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
57;{'name': 'Dismember', 'description': 'CHANNELED - Pudge chows down on an enemy unit, disabling it and dealing damage over time. Pudge gets healed for the same amount he damages. Lasts longer on creeps.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: '}, {'name': 'CREEP DURATION', 'value': '6.0 / 6.0 / 6.0'}, , ]};5;{'name': 'COOLDOWN', 'value': '30/25/20'};{'name': 'MANA COST', 'value': '100/130/170'}
58;{'name': 'Plasma Field', 'description': 'Releases a wave of energetic plasma that grows in power as it expands, but also zaps on contraction, slowing and dealing damage to enemy units caught in its path. Damage and slow increases with distance from Razor. The Plasma Field hits each unit twice, once each direction.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DAMAGE MIN: 15 / 25 / 35 / 45'}, {'name': 'DAMAGE MAX', 'value': '80 / 115 / 150 / 185'}, {'name': 'RADIUS', 'value': '700'}, {'name': 'SLOW MIN', 'value': '5%'}, {'name': 'SLOW MAX', 'value': '25% / 30% / 35% / 40%'}, {'name': 'SLOW DURATION', 'value': '1.5'}, , ]};3;{'name': 'COOLDOWN', 'value': '14'};{'name': 'MANA COST', 'value': '125/125/125/125'}
59;{'name': 'Static Link', 'description': 'Creates a charged link between Razor and an enemy Hero, stealing damage from the target and giving it to Razor. Causes Razor to continuously attack the linked target, even while moving. Razor cannot attack other targets during this time.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Heroes'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0LINK DURATION: 5 / 6 / 7 / 8'}, {'name': 'BUFF DURATION', 'value': '18 / 18 / 18 / 18'}, , ]};4;{'name': 'COOLDOWN', 'value': '40/35/30/25'};{'name': 'MANA COST', 'value': '65'}
60;{'name': 'Storm Surge', 'description': 'Passively increases the movement speed for you and your allied heroes. Has double the effect on your hero.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0BONUS SPEED: 3% / 5% / 7% / 9%'}, {'name': 'SELF BONUS SPEED', 'value': '6% / 10% / 14% / 18%'}, {'name': 'AURA RADIUS', 'value': '1200'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
61;{'name': 'Eye of the Storm', 'description': 'A powerful lightning storm strikes out at enemy units with the lowest health, dealing damage and reducing their armor. Additionally, shocks every unit within a 500 radius of Razor.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Physical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 500'}, {'name': 'PASSIVE INTERVAL', 'value': '3'}, {'name': 'DURATION', 'value': '30'}, {'name': 'ACTIVE ARMOR REDUCTION', 'value': '1 / 1 / 1'}, {'name': 'ACTIVE DAMAGE', 'value': '40 / 55 / 70'}, , ]};3;{'name': 'COOLDOWN', 'value': '80/70/60'};{'name': 'MANA COST', 'value': '100/150/200'}
62;{'name': 'Burrowstrike', 'description': 'Sand King burrows into the ground and tunnels forward, damaging and stunning enemy units above him as he resurfaces.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '100 / 160 / 220 / 280STUN DURATION: 1.6 / 1.8 / 2 / 2.2'}, , ]};10;{'name': 'COOLDOWN', 'value': '14/13/12/11'};{'name': 'MANA COST', 'value': '110/120/130/140'}
63;{'name': 'Sand Storm', 'description': 'Sand King creates a fearsome sandstorm that damages enemy units while hiding him from vision.  The effect ends when Sand King leaves the area.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 425 / 500 / 575 / 650'}, {'name': 'DURATION', 'value': '20 / 25 / 30 / 35'}, , ]};3;{'name': 'COOLDOWN', 'value': '40/34/28/22'};{'name': 'MANA COST', 'value': '75'}
64;{'name': 'Caustic Finale', 'description': ''Sand King's attacks inject a venom that causes enemy units to violently explode when its timer expires, or when the unit dies, damaging and slowing nearby enemies. Deals less damage if its timer expires.'',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0EXPLODE RADIUS: 400'}, {'name': 'EXPLODE DEATH DAMAGE', 'value': '90 / 130 / 170 / 220'}, {'name': 'EXPLODE TIMER DAMAGE', 'value': '20 / 50 / 80 / 110'}, {'name': 'EXPLODE TIMER', 'value': '6'}, {'name': 'MOVE SLOW', 'value': '15% / 20% / 25% / 30%'}, {'name': 'SLOW DURATION', 'value': '3'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
65;{'name': 'Epicenter', 'description': 'CHANNELED - After channeling for %abilitychanneltime% seconds, Sand King sends a disturbance into the earth, causing it to shudder violently. All enemies caught within range will take damage and become slowed. Each subsequent pulse increases the radius of damage dealt.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DAMAGE PER PULSE: 110'}, {'name': 'MOVEMENT SLOW', 'value': '30% / 30% / 30%'}, , ]};6;{'name': 'COOLDOWN', 'value': '120/110/100'};{'name': 'MANA COST', 'value': '150/225/300'}
66;{'name': 'Static Remnant', 'description': 'Creates an explosively charged image of Storm Spirit that lasts %abilityduration% seconds and will detonate and deal damage if an enemy unit comes near it.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 260'}, , ]};3;{'name': 'COOLDOWN', 'value': '3.50'};{'name': 'MANA COST', 'value': '70/80/90/100'}
67;{'name': 'Electric Vortex', 'description': ''A vortex that pulls an enemy unit to Storm Spirit's location.'',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0PULL DISTANCE: 180 / 220 / 260 / 300'}, , ]};4;{'name': 'COOLDOWN', 'value': '16'};{'name': 'MANA COST', 'value': '60/70/80/90'}
68;{'name': 'Overload', 'description': ''Casting a spell creates an electrical charge, which is released in a burst on Storm's next attack, dealing damage and slowing nearby enemies.'',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 300'}, {'name': 'MOVEMENT SLOW', 'value': '80%'}, {'name': 'ATTACK SLOW', 'value': '80'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
69;{'name': 'Ball Lightning', 'description': 'Storm Spirit becomes volatile electricity, charging across the battlefield until he depletes his mana or reaches his target. The activation mana cost is 30+8% of his total mana pool, and the cost per 100 units traveled is 12+0.7% of his total mana pool.  Damage is expressed in damage per 100 units traveled.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '8 / 12 / 16SPEED: 1250 / 1875 / 2500'}, {'name': 'RADIUS', 'value': '200'}, {'name': 'MANA DRAIN PER UNIT', 'value': '0.7%'}, , ]};2;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '30'}
70;{'name': 'Storm Hammer', 'description': 'Sven unleashes his magical gauntlet that deals damage and stuns enemy units in a small area around the target.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '80 / 160 / 240 / 320RADIUS: 255'}, , ]};4;{'name': 'COOLDOWN', 'value': '19/17/15/13'};{'name': 'MANA COST', 'value': '110/120/130/140'}
71;{'name': 'Great Cleave', 'description': 'Sven strikes with great force, cleaving all nearby enemy units with his attack.',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0CLEAVE DAMAGE: 30% / 50% / 70% / 90%'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
72;{'name': 'Warcry', 'description': ''Sven's Warcry heartens his allied heroes for battle, increasing their armor and damage. Additionally increases Sven's own movement speed. Lasts 8 seconds.'',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0SELF BONUS SPEED: 6% / 10% / 14% / 18%'}, {'name': 'BONUS ARMOR', 'value': '6 / 9 / 12 / 15'}, {'name': 'BONUS DAMAGE', 'value': '12 / 16 / 20 / 24'}, {'name': 'RADIUS', 'value': '700'}, {'name': 'DURATION', 'value': '8'}, , ]};3;{'name': 'COOLDOWN', 'value': '36/32/28/24'};{'name': 'MANA COST', 'value': '60'}
73;{'name': ''God's Strength'', 'description': 'Sven channels his rogue strength, granting bonus strength and damage for %abilityduration% seconds.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0BONUS DAMAGE: 80% / 120% / 160%'}, , ]};3;{'name': 'COOLDOWN', 'value': '110'};{'name': 'MANA COST', 'value': '100/150/200'}
74;{'name': 'Avalanche', 'description': 'Bombards an area with rocks, continously doing small intervals of damage and stun to enemy units. Avalanche does 3x damage to units being tossed.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 325 / 350 / 375 / 400'}, {'name': 'AVALANCHE DURATION', 'value': '1.8'}, , ]};2;{'name': 'COOLDOWN', 'value': '26/22/18/14'};{'name': 'MANA COST', 'value': '120/120/120/120'}
75;{'name': 'Toss', 'description': 'Grabs the nearest unit in a 275 radius around Tiny, ally or enemy, and launches it at the target unit or rune to deal damage where they land.  If the tossed unit is an enemy, it will take an extra 30% damage.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 275'}, {'name': 'DAMAGE', 'value': '90 / 160 / 230 / 300'}, , ]};4;{'name': 'COOLDOWN', 'value': '17/15/13/11'};{'name': 'MANA COST', 'value': '90/100/110/120'}
76;{'name': 'Tree Grab', 'description': 'Grabs a tree to whack enemies on the head. Grants bonus attack range but Tiny is slowed by 25. Attacks deal more damage and fully splash on units along the way. The tree can be thrown, expending all the charges, to deal your attack to a unit at a distance.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Physical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0ATTACK RANGE: 350'}, {'name': 'SPLASH DAMAGE', 'value': '30% / 40% / 50% / 60%'}, {'name': 'THROW SPLASH', 'value': '150%'}, , ]};4;{'name': 'COOLDOWN', 'value': '25/20/15/10'};{'name': 'MANA COST', 'value': '50'}
77;{'name': 'Grow', 'description': 'Tiny gains craggy mass, increasing his attack damage, and armor, while slowing his attack speed.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0BONUS ARMOR: 10 / 18 / 26'}, {'name': 'ATTACK SPEED REDUCTION', 'value': '20 / 35 / 50'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
78;{'name': 'Magic Missile', 'description': 'Fires a magic missile at an enemy unit, stunning and dealing damage.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0STUN DURATION: 1.4 / 1.5 / 1.6 / 1.7'}, , ]};4;{'name': 'COOLDOWN', 'value': '9'};{'name': 'MANA COST', 'value': '100/110/120/130'}
79;{'name': 'Wave of Terror', 'description': 'Vengeful Spirit lets loose a wicked cry, weakening the armor of enemies and giving vision of the path ahead.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '60 / 80 / 100 / 120VISION DURATION: 4'}, , ]};2;{'name': 'COOLDOWN', 'value': '16/14/12/10'};{'name': 'MANA COST', 'value': '25/30/35/40'}
80;{'name': 'Vengeance Aura', 'description': ''Vengeful Spirit's presence increases the attack range and primary attribute of nearby friendly units. Spawns a Vengeance Illusion when you die that lasts until Vengeful Spirit revives.'',  'attributes': [, {'name': 'AFFECTS', 'value': 'Allies'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0BONUS ATTACK RANGE: 50 / 75 / 100 / 125'}, {'name': 'RADIUS', 'value': '1200'}, {'name': 'ILLUSION DAMAGE DEALT', 'value': '70% / 80% / 90% / 100%'}, {'name': 'ILLUSION DAMAGE TAKEN', 'value': '150%'}, , ]};9;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
81;{'name': 'Nether Swap', 'description': 'Instantaneously swaps positions with a target Hero, friend or enemy.  Nether Swap interrupts channeling abilities on the target.',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0MAX CHARGES: 2'}, {'name': 'CHARGE RESTORE TIME', 'value': '90 / 80 / 70'}, , ]};4;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '100/150/200'}
82;{'name': 'Shackleshot', 'description': 'Shackles the target to an enemy unit or tree in a line directly behind it.  If no unit or tree is present, the stun duration is reduced to 0.75.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0'}, , ]};4;{'name': 'COOLDOWN', 'value': '16/14/12/10'};{'name': 'MANA COST', 'value': '70/85/100/115'}
